1.000000 0.104538 0.914871
2.000000 0.260003 0.785974
3.000000 0.446646 0.812158
4.000000 0.609793 0.901322
5.000000 0.948172 1.238630
6.000000 1.751372 2.140338
7.000000 2.468781 2.988864
8.000000 3.225715 3.924690
9.000000 7.660375 9.182344
10.000000 16.267034 20.008321
11.000000 25.652889 33.403080
12.000000 41.372398 56.247228
